employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1034,sherri,thomas,sherri.thomas@business.io,2012-01-15,Support Specialist,Support,146500,1003,161 Tamara Grove Apt. 708,Lake Emily,MA,44408,1974-06-16,active
1035,LISA,Todd,lisa.todd@enterprise.net,2012-05-23,Scrum Master,Finance,36500,1007,7127 Young Court Apt. 919,Port Jason,CA,47238,1984-12-06,ACTIVE
1036,Alexander,GUTIERREZ,alexander.gutierrez@enterprise.net,2016-07-21,Product Manager,Operations,"107,500",1014,8957 Adam Orchard,Joshuafort,CA,19200,1981-03-24,ACTIVE
1037,amy,Turner,amy.turner@corp.org,2021-09-20,HR Specialist,Finance,"130,000",1017,,Ericview,FL,,1972-05-27,active
1038,reginald,daniels,reginald.daniels@corp.org,2022-01-07,Software Engineer,Operations,149500,,235 Hampton Falls Apt. 197,Glassmouth,AZ,44125,1964-08-07,ACTIVE
1039,Andrew,Robertson,andrew.robertson@firm.com,2003-10-27,QA Engineer,Legal,50500,1014,380 Burns Fall Suite 336,Petermouth,GA,03756,1971-02-18,On Leave
1040,JASON,JOHNSON,jason@company,2009-04-27,Software Engineer,Legal,62500,1003,899 Colleen Trail Apt. 352,,FL,38934,1988-01-22,Inactive
1041,kimberly,LONG,kimberly.long@company.com,2011-11-13,HR Specialist,HR,"""$138,500""",,978 Tasha Curve,Levineshire,AZ,20734,1995-05-04,Inactive
1042,dana,Duarte,dana.duarte@enterprise.net,2012-03-18,Support Specialist,Operations,"""$106,000""",,33398 Kim Isle Apt. 023,Lake Rebeccaburgh,AZ,57616,,active
1043,MICHELE,RUSSELL,michele.russell@firm.com,2007-11-10,Product Manager,Analytics,103000,1009,11882 Wilson Junctions Suite 491,South William,IL,48184,1981-02-07,active
1044,angela,Lynch,angela.lynch@business.io,2024-09-03,QA Engineer,IT,94500,1009,97219 Julia Harbor,West Emily,MA,69020,1961-08-24,ACTIVE
1045,Johnny,Nolan,johnny.nolan@enterprise.net,2012-12-02,Manager,Operations,"""$126,500""",1001,411 Knapp Flats,Seanshire,CA,10090,1979-08-27,ACTIVE
1046,Dana,CAMPBELL,dana.campbell@business.io,2013-02-02,DevOps Engineer,Finance,127500,1016,976 Sarah Shoal,East Ericport,GA,52585,1982-10-29,active
1047,Thomas,soto,thomas.soto@company.com,2013-05-23,Financial Analyst,Sales,112000,1016,191 Megan Drive Suite 425,South Keith,TX,17488,1997-07-26,Inactive
1048,sarah,DAVIS,sarah.davis@company.com,2021-03-20,Support Specialist,Marketing,"""$141,500""",1005,59509 Cody Key Apt. 220,West Jodi,MA,,1991-08-20,ACTIVE
1049,Richard,Herring,richard.herring@company.com,2011-11-21,DevOps Engineer,Marketing,116500,1003,,North Gregoryton,FL,59688,1975-03-09,Inactive
1050,ELIZABETH,Patrick,elizabeth.patrick@company.com,2004-07-04,Financial Analyst,Legal,57000,1001,7123 Peter Ridge Apt. 497,Laraborough,IL,76764,1979-11-26,Inactive
1051,evelyn,Martinez,evelyn.martinez@firm.com,2022-04-28,Product Manager,Operations,54000,,105 Fields Isle Apt. 684,East Brianna,FL,71789,1986-02-27,active
1052,cathy,RODRIGUEZ,cathy.rodriguez@enterprise.net,2017-04-03,HR Specialist,IT,98500,1013,30202 Gregory Mountain,New Brianfurt,NY,72341,1998-04-12,active
1053,Deborah,Madden,deborah.madden@corp.org,2015-10-21,Manager,Analytics,"""$118,500""",1009,31648 Paul Passage,Lake Tracy,IL,77414,1969-10-28,Inactive
1054,rebecca,Sims,rebecca.sims@corp.org,2016-05-30,Scrum Master,Operations,"101,000",1006,031 Brandi Greens Apt. 383,Bowmanborough,TX,61107,1983-10-24,Inactive
1055,dustin,Hernandez,dustin.hernandez@firm.com,2017-09-12,DevOps Engineer,Marketing,"""$69,500""",1015,019 Giles Street Apt. 945,South Juanfort,OH,55506,1960-08-16,Active
1056,Manuel,perez,manuel.perez@business.io,2013-07-22,Data Analyst,Finance,88500,1002,949 Anderson Mission,Gutierrezstad,OH,65089,1989-02-14,ACTIVE
1057,ethan,Weiss,ethan.weiss@company.com,2018-04-22,Data Analyst,Marketing,"39,500",,30915 Taylor Wells Apt. 315,North Kristi,MA,42263,1972-07-19,On Leave
1058,Cory,DAVIS,cory.davis@company.com,2010-12-04,Director,Marketing,138000,1003,6172 Kristi Turnpike Apt. 412,Cantrellton,IL,42287,1965-08-25,ACTIVE
1059,NICHOLAS,moore,NICHOLAS.MOORE@COMPANY.COM,2016-01-26,DevOps Engineer,Sales,"""$138,500""",1011,48722 Daniel Parks Apt. 885,East Juliaborough,OH,30710,1995-06-09,ACTIVE
1060,PAUL,davidson,paul.davidson@company.com,2023-05-23,Data Engineer,Analytics,95000,1001,89882 Calvin Road Apt. 092,Tinamouth,WA,82424,1973-07-12,active
1061,felicia,mullins,felicia.mullins@firm.com,2014-08-02,Data Analyst,Sales,113500,1015,6893 Michael Cliff,South Angelafort,MA,83154,1977-01-31,active
1062,CHRISTIAN,THOMAS,christian.thomas@enterprise.net,2006-11-05,Scrum Master,HR,"""$97,000""",1003,1003 Marks Shoal Suite 569,Esparzaview,CA,02265,1990-10-22,Inactive
1063,KEVIN,miller,kevin.miller@company.com,2014-01-06,Financial Analyst,Sales,"48,500",1007,164 Jones Knoll,Mooremouth,GA,70901,1975-10-10,On Leave
1064,daniel,Chandler,daniel.chandler@firm.com,2028-03-06,Financial Analyst,IT,126000,1006,9832 Mullen Stravenue,Port Bridget,IL,04136,1997-03-16,Active
1065,Kristine,FLETCHER,kristine@corp,2020-05-07,Software Engineer,HR,55500,1011,,Philipbury,MA,98491,1975-04-17,Inactive
1066,robyn,Mcconnell,robyn.mcconnellcorp.org,2005-02-07,DevOps Engineer,Support,"""$91,500""",,40642 Carter Center,New Patricia,IL,05704,1975-06-26,Active
1013,SUSAN,Cervantes,susan.cervantescorp.org,2023-11-21,Software Engineer,Engineering,"""$65,000""",1012,2392 Pennington Corners,Kimberlyport,GA,54939,1991-07-25,active
1068,joshua,mccarthy,joshua@firm,2016-03-25,HR Specialist,Marketing,92000,1008,3412 Johnson Plaza,Margarettown,CA,12432,1963-12-14,active
1069,Douglas,Fischer,Douglas.Fischer@CORP.ORG,2006-07-27,Scrum Master,Engineering,61000,1005,4339 Carter Fort Apt. 953,Matthewhaven,AZ,71546,1971-06-25,active
1070,alicia,nguyen,alicia@enterprise,2003-01-23,Product Manager,Engineering,"""$93,000""",,763 Chen Mountains Apt. 241,Holderhaven,CA,24973,1981-01-12,Inactive
1071,Jonathan,scott,jonathan.scott@company.com,2008-06-11,Financial Analyst,Analytics,114500,,94382 Jones View,Vaughnstad,OH,17147,1974-06-03,active
1072,JAMES,MORRIS,james.morris@business.io,2015-03-06,HR Specialist,Operations,113500,1011,052 Anthony Divide,Lake Walterport,WA,30366,1990-06-15,Inactive
1073,Melissa,Bates,melissa.bates@company.com,2016-11-23,Data Engineer,Sales,"""$139,000""",1005,8012 Erica Groves,South Julie,WA,22144,1988-11-11,active
1074,regina,VASQUEZ,regina.vasquez@business.io,2006-03-03,QA Engineer,IT,"45,000",1004,18365 Michael Viaduct Suite 934,Lake Maryshire,IL,71594,1966-12-13,On Leave
1075,Christine,Barrett,christine.barrett@corp.org,2001-12-16,Scrum Master,Engineering,82500,1008,11778 Hardin Corners Apt. 421,Copelandmouth,MA,87589,1978-06-06,On Leave
1076,Paula,Chavez,PAULA.CHAVEZ@BUSINESS.IO,2017-02-16,HR Specialist,IT,104000,1006,09170 Timothy Crossing,Kempland,OH,63643,1982-07-23,ACTIVE
1077,Michael,schneider,michael.schneider@firm.com,2019-08-16,Financial Analyst,Finance,64000,1012,7851 Jennifer Loop Suite 840,,CA,30840,1964-02-11,ACTIVE
1078,jeremy,LOPEZ,jeremy@enterprise,2021-03-11,HR Specialist,Finance,144000,1016,544 Bruce Crossing Apt. 490,Alexanderbury,CA,76957,1991-03-23,Active
1078,Patricia,GONZALES,patricia.gonzales@firm.com,2004-12-21,HR Specialist,Legal,"""$100,500""",1001,045 Timothy Mountains,South Caroline,CA,51353,1997-07-13,On Leave
1080,kenneth,mcclain,kenneth.mcclain@firm.com,2017-07-07,Financial Analyst,Analytics,"96,500",,0610 Christopher Forest Suite 323,Kennethborough,AZ,82484,1999-03-05,Active
1081,James,Gutierrez,james@enterprise,2007-11-08,Scrum Master,Engineering,"""$137,000""",1016,,North Bobbyshire,NY,70931,1997-04-01,Inactive
1082,Robert,ALLEN,robert.allen@firm.com,2001-08-22,HR Specialist,Analytics,"120,000",1012,79946 Michael Junction Apt. 640,South Sylviaview,GA,94641,1993-10-15,Inactive
1083,Kenneth,JONES,kenneth.jones@firm.com,2003-09-15,Data Analyst,Analytics,"90,500",1020,051 Holland Inlet Suite 885,Lake David,GA,09579,1992-08-12,Inactive
1070,Tyler,thomas,tyler.thomas@firm.com,2012-04-25,Business Analyst,HR,"""$138,500""",1003,65533 Hampton Villages Suite 146,Bateston,NY,48527,1988-09-07,active
1085,scott,DENNIS,SCOTT.DENNIS@FIRM.COM,2006-11-18,Financial Analyst,Legal,"94,000",1012,14253 Zachary Springs Suite 372,Lake Renee,IL,83812,1990-06-17,On Leave
1086,SCOTT,HUDSON,scott@enterprise,2009-08-16,Manager,Engineering,"""$72,500""",1016,943 Miles Throughway Apt. 548,Port Jeremyshire,WA,25747,1987-06-12,active
1087,Justin,Webb,justin.webb@corp.org,2007-10-23,Product Manager,IT,"82,500",1004,002 Frank River,Kimberlyhaven,OH,98767,1995-08-08,Active
1088,Theodore,daniel,theodore.daniel@business.io,2018-05-14,Financial Analyst,HR,110500,1011,5696 Randolph Shoals Suite 638,Amystad,NY,95251,1996-12-06,active
1089,lisa,Juarez,lisa.juarez@enterprise.net,2010-02-11,Manager,Operations,"""$103,000""",1003,000 Joshua Points,Hendersonview,IL,80523,1975-07-10,On Leave
1090,thomas,FLETCHER,thomas.fletcher@firm.com,2001-04-09,Support Specialist,IT,41000,1019,628 Bishop Ports Suite 552,Garrettfort,FL,77228,1963-08-23,Inactive
1091,jill,CLINE,jill.cline@company.com,2007-02-02,Financial Analyst,Marketing,89500,1007,544 Scott Square Suite 802,Port Lesliemouth,WA,05935,1979-09-20,Inactive
1092,Johnathan,Martin,johnathan.martin@company.com,2017-03-25,Director,HR,115500,1006,06820 Mason Extension Apt. 479,Lake Julieland,MA,,1998-10-06,On Leave
1093,Christopher,Estrada,christopher.estrada@corp.org,2015-10-30,QA Engineer,IT,"""$41,500""",1020,796 James Dam,West Holly,GA,29788,1962-03-08,On Leave
1094,jennifer,Vasquez,jennifer.vasquez@enterprise.net,2003-04-19,Data Analyst,HR,"""$101,000""",1018,655 Michael Rue,East Victor,WA,67238,1977-04-30,On Leave
1095,dillon,Blake,dillon.blake@company.com,2006-02-23,Financial Analyst,Support,"78,500",1017,886 Michael Ferry Apt. 442,Janetville,FL,97184,1992-01-04,On Leave
1096,julie,Boyd,julie.boyd@firm.com,2000-09-29,Business Analyst,IT,78500,1014,35666 Ellen Extensions,Port Jeremyton,AZ,29295,1976-07-10,On Leave
1097,bruce,Williams,bruce.williams@firm.com,2017-01-20,Product Manager,Marketing,142500,1002,4217 Marsh Island Suite 332,Stephensberg,AZ,52883,1966-08-18,Active
1098,Vincent,jones,vincent.jones@firm.com,2014-07-31,QA Engineer,Marketing,"97,500",1011,407 Noble Forges,North Susanmouth,OH,30076,1989-09-14,active
1099,david,SCOTT,david.scott@corp.org,2021-12-07,DevOps Engineer,Marketing,98000,1009,7135 Burch Dale,South Diana,WA,51274,1974-03-22,Inactive
1100,RICHARD,WEISS,richard.weiss@firm.com,2012-03-08,Director,Finance,"""$49,500""",1019,641 Kyle Plaza,Leslieshire,IL,,1966-02-27,ACTIVE
1101,Matthew,PATTERSON,matthew.patterson@business.io,2008-12-11,QA Engineer,IT,72500,1002,626 Mark Lake,North Sara,NY,36384,1993-11-27,Inactive
1102,william,Wright,william.wright@enterprise.net,2000-05-31,Product Manager,HR,109500,1011,03375 Jaime Prairie Apt. 622,South Ebony,MA,20347,1973-05-20,Active
1103,Lisa,CHAVEZ,lisa@enterprise,2008-08-30,Data Engineer,Analytics,115000,1013,54114 Richard Key,Chasechester,NY,84937,1967-11-15,active
1104,ANGELA,KNIGHT,angela.knight@enterprise.net,2000-07-06,DevOps Engineer,Sales,"120,500",1008,79778 Julia Stravenue,Crossfurt,WA,53852,1971-09-25,ACTIVE
1105,Jasmine,Johnson,jasmine.johnson@business.io,2016-10-04,Scrum Master,Finance,"""$127,000""",1016,96899 Michele Spurs Apt. 778,Payneton,AZ,38858,1978-08-27,On Leave
1106,Melissa,montoya,melissa.montoya@firm.com,2014-09-19,Product Manager,IT,103000,1007,477 Todd Path Apt. 084,Cookside,OH,22448,1998-04-30,Active
1107,sean,HANCOCK,sean.hancock@company.com,2003-04-11,Product Manager,IT,"90,500",1003,9296 Thomas Lodge,Angelamouth,GA,59007,1962-01-12,Inactive
1108,ANDRE,MILLER,andre.miller@business.io,2024-03-10,Business Analyst,Finance,"""$120,500""",1004,91718 Madison Mount,Danielleberg,OH,36256,1965-12-18,ACTIVE
1109,Steven,hunter,steven.hunter@enterprise.net,2008-06-15,Software Engineer,Finance,130000,,20509 Vincent Orchard,Lake Heatherburgh,NY,71956,1999-04-05,Inactive
1110,Rhonda,Miller,rhonda.miller@corp.org,2002-07-13,Support Specialist,Marketing,101000,1008,360 Deborah Key Apt. 034,Brownville,TX,42984,1966-04-14,On Leave
1111,joseph,Edwards,joseph.edwards@corp.org,2019-03-01,QA Engineer,Marketing,100000,,9678 William Highway Suite 554,New Alexismouth,OH,65712,1984-12-07,active
1112,stephanie,taylor,stephanie.taylor@corp.org,2002-08-02,Financial Analyst,Analytics,89000,1018,54778 Stephanie Trace Suite 437,Youngport,TX,98332,1985-03-24,On Leave
1113,jessica,Howell,jessica.howell@company.com,2009-09-25,Director,Analytics,62500,1011,371 Fernandez Knolls,West Rachelburgh,GA,71847,1981-07-03,active
1114,roger,Joseph,roger.joseph@firm.com,2013-11-01,Scrum Master,Marketing,82000,1016,14849 Zamora Course Apt. 077,Johnstad,TX,12921,,On Leave
1115,michael,LEE,michael.lee@firm.com,2013-03-29,Data Engineer,Marketing,"60,500",1013,13913 Timothy Plains Suite 153,Dudleytown,MA,01071,1966-11-02,active
1116,Joseph,Johnson,joseph.johnson@firm.com,2024-04-26,DevOps Engineer,HR,42500,,499 Tricia Hollow,Carlland,MA,33572,1988-10-15,On Leave
1117,melissa,ruiz,melissa.ruiz@business.io,2027-10-29,Software Engineer,Sales,89000,,4279 Gregory Trail Suite 142,Howellville,CA,79196,1984-09-29,On Leave
1118,matthew,Nixon,matthew.nixon@enterprise.net,2017-10-20,Data Engineer,Analytics,"""$84,000""",,01921 Rebecca Cape,Cisnerostown,NY,70685,1963-07-18,Active
1119,Alex,BAILEY,alex.bailey@business.io,2014-11-10,Business Analyst,Support,147500,1017,299 Alex Crossroad Suite 747,Lake Markport,FL,85334,1985-05-19,Active
1120,Eric,summers,eric.summers@enterprise.net,2026-12-01,Support Specialist,Legal,"54,000",1013,94627 Gloria Ridge Apt. 277,South Maryland,CA,84764,1986-05-01,Active
1121,nicole,Chaney,nicole.chaneycorp.org,2015-04-12,HR Specialist,Engineering,136000,1020,706 Sergio Heights,Rodriguezfurt,IL,86842,1987-02-23,Active
1122,Lauren,lucero,LAUREN.LUCERO@ENTERPRISE.NET,2003-04-19,Software Engineer,Operations,70000,1005,97603 Molly Rue,Amandaton,IL,15923,1963-09-06,On Leave
1123,Victoria,CALDERON,victoria.calderon@company.com,2024-11-10,Scrum Master,Analytics,113000,1011,042 Brooks Row Suite 707,North Melinda,IL,51240,1964-03-04,ACTIVE
1124,Michael,Russell,michael.russell@business.io,2013-06-12,Support Specialist,Finance,137500,1009,75599 Preston Circles Apt. 597,Angelashire,WA,75321,1981-09-20,active
1125,patrick,ROBERTS,patrick.roberts@business.io,2006-02-08,Financial Analyst,Operations,77000,1007,254 April Key Suite 157,South Natalieshire,FL,54415,1973-06-23,Active
1126,Michael,potter,michael.potter@corp.org,2024-06-22,Product Manager,Operations,"""$124,500""",1001,17266 Brenda Extension,North Francesberg,MA,16566,1968-01-26,active
1127,kimberly,Jones,kimberly.jones@business.io,2003-04-26,DevOps Engineer,Sales,"""$113,500""",1013,9515 Cole Mountain Apt. 485,South Joseph,OH,75261,1980-02-22,Active
1128,Denise,ferrell,denise.ferrell@enterprise.net,2001-12-26,Data Analyst,IT,"""$119,500""",1013,78502 Amanda Drive Apt. 492,East Richardmouth,AZ,87608,1985-04-06,active
1129,nicholas,Brennan,NICHOLAS.BRENNAN@FIRM.COM,2006-10-05,Business Analyst,HR,"38,000",1010,685 Michael Prairie,Lake Michael,MA,84323,1975-06-22,Inactive
1130,Robert,HAMILTON,robert.hamilton@enterprise.net,2005-02-28,Director,Sales,146500,1004,848 Smith Causeway Apt. 730,East Brian,MA,84419,1961-01-05,ACTIVE
1131,Angela,WOODS,angela.woods@business.io,2008-11-06,Scrum Master,Analytics,"""$112,500""",1001,9035 Chad Port,East Meganshire,TX,03636,1980-03-01,Inactive
1132,Evelyn,Terry,evelyn.terry@enterprise.net,2017-08-10,HR Specialist,Support,"""$50,000""",1015,476 Dean Plains Suite 409,North Karashire,CA,33327,1986-05-01,On Leave
1133,Richard,Skinner,richard.skinner@firm.com,2017-03-18,QA Engineer,HR,59500,1018,09080 Fernandez Underpass Apt. 202,South Laura,AZ,73211,1978-12-23,Active
1134,eric,Davis,eric.davis@corp.org,2022-09-03,Data Analyst,Support,"""$100,000""",1016,81681 Kara Crossing,,TX,72414,1989-04-17,Inactive
1135,Carla,ward,carla.ward@business.io,2005-01-28,Software Engineer,Engineering,50000,1018,30403 Katherine Valley,New Barbarashire,TX,58885,1985-09-09,Inactive
1136,Annette,Bryant,annette.bryant@company.com,2005-04-07,DevOps Engineer,HR,141500,1019,848 George Cape,West Jason,AZ,12662,1994-10-16,On Leave
1137,REBECCA,Cohen,rebecca.cohen@enterprise.net,2011-12-29,Software Engineer,Operations,102500,1004,7139 Raymond Ports,Lake Vincent,WA,37606,1998-06-27,Inactive
1138,monica,Reeves,monica.reeves@firm.com,2018-07-31,Financial Analyst,Engineering,94000,1003,,Emilyfort,CA,41242,1976-10-29,active
1139,Erin,stanton,erin.stanton@firm.com,2019-04-10,Support Specialist,Engineering,"63,000",1011,893 Mikayla Plains,,MA,,1996-12-31,ACTIVE
1140,JENNIFER,Norris,jennifer.norris@company.com,2019-03-11,Data Engineer,Marketing,"125,500",,478 Stephenson Corner,Lake Robert,NY,16122,1969-01-27,ACTIVE
1141,PAUL,Goodman,paul.goodmancompany.com,2000-01-18,Business Analyst,Marketing,"""$97,500""",1019,56850 Mendoza Burg Apt. 714,Mcconnellbury,CA,13811,1969-07-28,Active
1142,Jennifer,Snow,jennifer@enterprise,2006-02-24,Support Specialist,IT,136500,1005,97390 Peck Trace,Johnfurt,IL,48740,1977-03-02,Inactive
1143,jeffrey,caldwell,jeffrey.caldwell@company.com,2006-04-12,Director,Operations,"""$51,000""",1013,7063 Taylor Circle,Kendratown,FL,52323,1993-10-02,active
1144,michael,SANTOS,michael.santos@firm.com,2017-07-28,Support Specialist,Analytics,"""$119,500""",1008,2416 Diaz Roads Suite 109,South Randyhaven,AZ,51904,1973-04-04,ACTIVE
1145,Sara,sanders,sara.sanders@company.com,2026-07-11,Business Analyst,Sales,69500,1002,328 Danielle Lodge Apt. 860,Sherrimouth,OH,01328,1960-08-13,active
1146,danielle,andrade,danielle.andrade@corp.org,2006-12-20,Director,IT,78000,,726 Gates Pine,North Emma,AZ,03485,1984-01-23,ACTIVE
1147,CRYSTAL,HOGAN,crystal.hogan@corp.org,2007-05-08,HR Specialist,Analytics,"""$80,500""",1009,57197 Sandoval Inlet,North Geraldchester,FL,87234,1982-04-08,Active
1148,stephanie,MILLER,stephanie.miller@firm.com,2022-05-30,Business Analyst,Analytics,109500,1006,,East Matthewton,NY,37785,1998-07-19,Inactive
1149,SARA,TRUJILLO,sara.trujillo@corp.org,2001-08-02,Financial Analyst,Operations,"""$140,500""",1014,2410 Ruiz Radial Suite 280,Melvinfurt,NY,10414,1984-10-19,Active
1150,michael,BOYD,michael.boyd@company.com,2012-08-30,Support Specialist,Operations,145500,1003,935 Robert Valleys Suite 918,Cliffordborough,TX,78370,1994-09-12,ACTIVE
1151,Joanna,PEREZ,joanna.perez@business.io,2027-11-08,Business Analyst,Operations,"""$118,500""",1001,408 Jackson Cliff Suite 720,Lynnchester,NY,42170,1975-07-16,active
1152,Sally,BRENNAN,sally@corp,2023-04-25,Manager,Legal,"""$127,000""",1015,47715 Diaz Light Apt. 653,South Jessica,IL,82066,1978-07-12,active
1153,Michael,ROBERSON,michael.roberson@business.io,2014-08-20,Data Analyst,HR,"""$94,500""",1003,0201 Ralph Plains,Collinsfurt,OH,71880,1974-04-08,Inactive
1154,TAMMY,Bauer,tammy.bauer@enterprise.net,2004-01-21,Data Analyst,Finance,"141,000",1020,,North Micheleville,IL,,1967-01-26,Inactive
1155,ROBERT,Mcdaniel,robert.mcdaniel@firm.com,2020-09-22,Manager,Finance,140500,1004,795 Daniel Lodge Suite 678,North Ian,AZ,24105,1964-07-27,Active
1040,CARRIE,Riddle,carrie.riddlecorp.org,2019-11-22,Support Specialist,Legal,52000,1011,568 Brown Turnpike Suite 376,Port Wesley,WA,93469,1996-04-20,active
1157,justin,THORNTON,justin.thornton@corp.org,2011-01-09,DevOps Engineer,Finance,73500,1018,906 Brian Mountains Suite 529,Tannerland,GA,40581,1989-01-13,On Leave
1158,rebecca,SNYDER,rebecca.snyder@enterprise.net,2022-07-15,Scrum Master,Operations,"""$86,000""",1001,0622 Cox Curve,Lake Sarah,AZ,36938,1974-06-05,Active
1159,robert,Mueller,robert.mueller@corp.org,2002-07-05,Manager,Finance,"64,000",1013,496 Anna Pine,New Kevin,NY,72831,1994-04-10,On Leave
